ref,title,authors,l_authors,abstract,species,latlong,iconName,year,type,secondary,keywords,l_key,circuit
39,Corticocortical and thalamocortical projections to layer I of the frontal neocortex in rats,"Mitchell, B. D. Cauller, L. J.","mitchell, b. d. cauller, l. j.","Layer I of the neocortex is a dense synaptic zone consisting of horizontal corticocortical and widespread layer VII projections, in addition to thalamic inputs. In order to determine the origin and extent of corticocortical and thalamocortical projections to layer I of the frontal/premotor area M2 of the rat neocortex, we have used fluorescent anatomical tracing methods to determine the precise sources of cortical and thalamic input to the rostral and caudal aspects of layer I of M2. Retrograde tracer diamidino yellow (DY), applied directly to the pial surface on rostral or caudal areas of rat M2 (RM2 and CM2, respectively) labeled cells ipsilaterally throughout layers II/III, V, and VII of the adjacent primary motor area and the parietal areas (SI and SII). In addition, retrograde transport labeled contralateral CM2 or RM2 in layers II/III and V at sites homotopic to either CM2 or RM2 application sites. Contralateral layer VII was retrogradely labeled by the application to layer I of CM2, but not by the RM2 application. Retrograde DY transport from layer I of RM2 or CM2 of was seen in the ventral medial (VM), ventral lateral (VL), and posterior (Po) thalamic nuclei. However layer I transport from CM2 additionally labeled the thalamic central medial (CM) nucleus, while the RM2 labeled the mediodorsal (MD) thalamic nucleus. Upon determination that thalamic nuclei VM and VL were of primary interest in this study, due to their dense retrograde labeling, injections of anterograde tracer rhodamine dextranamine (RDA) into VM or VL were performed in order to study the projection patterns of these nuclei to layer I of the frontal cortex. RDA injections into VM labeled fibers extending through layer I of both RM2 and CM2 and throughout the cingulate cortex. Injections of RDA into VL consistently labeled dense fibers in layer I of both CM2 and RM2, although labeling was sharply decreased anterior to CM2. This study adds to a growing body of evidence that projections to layer I from all sources of cortical input make a significant contribution to integration throughout the neocortex.",mammal,"79.887688, -140.623080",large_blue,2001,(Journal Article),Brain Res,"Amidines/diagnostic use, Animals, Axonal Transport/physiology, Dextrans/diagnostic use, Fluorescent Dyes/diagnostic use, Frontal Lobe/ cytology/physiology, Motor Cortex/cytology/physiology, Neural Pathways/ cytology/physiology, Neurons/ cytology/physiology, Prefrontal Cortex/cytology/physiology, Rats, Rats, Sprague-Dawley, Rhodamines/diagnostic use, Thalamus/ cytology/physiology, Ventral Thalamic Nuclei/cytology/physiology, ","amidines/diagnostic use, animals, axonal transport/physiology, dextrans/diagnostic use, fluorescent dyes/diagnostic use, frontal lobe/ cytology/physiology, motor cortex/cytology/physiology, neural pathways/ cytology/physiology, neurons/ cytology/physiology, prefrontal cortex/cytology/physiology, rats, rats, sprague-dawley, rhodamines/diagnostic use, thalamus/ cytology/physiology, ventral thalamic nuclei/cytology/physiology, ",L1-Cortical
38,Corticocortical and thalamocortical projections to layer I of the frontal neocortex in rats,"Mitchell, B. D. Cauller, L. J.","mitchell, b. d. cauller, l. j.","Layer I of the neocortex is a dense synaptic zone consisting of horizontal corticocortical and widespread layer VII projections, in addition to thalamic inputs. In order to determine the origin and extent of corticocortical and thalamocortical projections to layer I of the frontal/premotor area M2 of the rat neocortex, we have used fluorescent anatomical tracing methods to determine the precise sources of cortical and thalamic input to the rostral and caudal aspects of layer I of M2. Retrograde tracer diamidino yellow (DY), applied directly to the pial surface on rostral or caudal areas of rat M2 (RM2 and CM2, respectively) labeled cells ipsilaterally throughout layers II/III, V, and VII of the adjacent primary motor area and the parietal areas (SI and SII). In addition, retrograde transport labeled contralateral CM2 or RM2 in layers II/III and V at sites homotopic to either CM2 or RM2 application sites. Contralateral layer VII was retrogradely labeled by the application to layer I of CM2, but not by the RM2 application. Retrograde DY transport from layer I of RM2 or CM2 of was seen in the ventral medial (VM), ventral lateral (VL), and posterior (Po) thalamic nuclei. However layer I transport from CM2 additionally labeled the thalamic central medial (CM) nucleus, while the RM2 labeled the mediodorsal (MD) thalamic nucleus. Upon determination that thalamic nuclei VM and VL were of primary interest in this study, due to their dense retrograde labeling, injections of anterograde tracer rhodamine dextranamine (RDA) into VM or VL were performed in order to study the projection patterns of these nuclei to layer I of the frontal cortex. RDA injections into VM labeled fibers extending through layer I of both RM2 and CM2 and throughout the cingulate cortex. Injections of RDA into VL consistently labeled dense fibers in layer I of both CM2 and RM2, although labeling was sharply decreased anterior to CM2. This study adds to a growing body of evidence that projections to layer I from all sources of cortical input make a significant contribution to integration throughout the neocortex.",mammal,"80.695083, -121.301403",large_blue,2001,(Journal Article),Brain Res,"Amidines/diagnostic use, Animals, Axonal Transport/physiology, Dextrans/diagnostic use, Fluorescent Dyes/diagnostic use, Frontal Lobe/ cytology/physiology, Motor Cortex/cytology/physiology, Neural Pathways/ cytology/physiology, Neurons/ cytology/physiology, Prefrontal Cortex/cytology/physiology, Rats, Rats, Sprague-Dawley, Rhodamines/diagnostic use, Thalamus/ cytology/physiology, Ventral Thalamic Nuclei/cytology/physiology, ","amidines/diagnostic use, animals, axonal transport/physiology, dextrans/diagnostic use, fluorescent dyes/diagnostic use, frontal lobe/ cytology/physiology, motor cortex/cytology/physiology, neural pathways/ cytology/physiology, neurons/ cytology/physiology, prefrontal cortex/cytology/physiology, rats, rats, sprague-dawley, rhodamines/diagnostic use, thalamus/ cytology/physiology, ventral thalamic nuclei/cytology/physiology, ",L1-Cortical
33,The primate cortico-cerebellar system: anatomy and function,"Ramnani, N.","ramnani, n.","Evidence has been accumulating that the primate cerebellum contributes not only to motor control, but also to higher 'cognitive' function. However, there is no consensus about how the cerebellum processes such information. The answer to this puzzle can be found in the nature of cerebellar connections to areas of the cerebral cortex (particularly the prefrontal cortex) and in the uniformity of its intrinsic cellular organization, which implies uniformity in information processing regardless of the area of origin in the cerebral cortex. With this in mind, the relatively well-developed models of how the cerebellum processes information from the motor cortex might be extended to explain how it could also process information from the prefrontal cortex.",primate,"76.897702, -91.894181",large_blue,2006,(Journal Article),Nat Rev Neurosci,,,L1-Cortical
32,Comparison of cerebellothalamic and pallidothalamic projections in the monkey (Macaca fuscata): a double anterograde labeling study,"Sakai, S. T. Inase, M. Tanji, J.","sakai, s. t. inase, m. tanji, j.","To address the question of segregated projections from the internal segment of the globus pallidus (GPi) and the cerebellar nuclei (Cb) to the thalamus in the monkey, we employed a double anterograde labeling strategy combining the anterograde transport of horseradish peroxidase conjugated to wheat germ agglutinin (WGA-HRP) with biotinylated dextran amine (BDA) transport. The tissue was processed sequentially for WGA-HRP, and then BDA immunohistochemistry using two different chromogens. Since the two labels were easily distinguishable on the same histological section, the interrelationship between the cerebellar and pallidal projection systems could be directly evaluated. We found that both the cerebellothalamic and pallidothalamic label consisted of dense plexuses of labeled fibers and swellings in a patch-like configuration. The patches or foci of labeling were distributed either as dense single label or as interdigitating patches of double label. We found dense single label in the central portion of the ventral anterior nucleus pars principalis (VApc) and the ventral lateral nucleus pars oralis (VLo) following the GPi injections or in the central portion of the ventral posterior lateral nucleus pars oralis (VPLo) and nucleus X (X) following the cerebellar nuclei injections. Complementary interdigitating patches of WGA-HRP and BDA labeling were found primarily in transitional border regions between thalamic nuclei. On occasion, we found overlap of both labels. We observed a gradient pattern in the density of the pallidothalamic and cerebellothalamic projections. The pallidothalamic territory included VApc, VLo, and the ventral lateral nucleus pars caudalis (VLc), with the density of these projections decreasing along an anterior to posterior gradient in the thalamus. Occasional patches of pallidal label were found in VPLo and nucleus X. Conversely, the density of cerebellothalamic projections increased along the same gradient, with the cerebellothalamic territory extending anteriorly beyond the cell-sparse zones of VPLo, X, and VLc to include VLo and VApc also. These data suggest that although the cerebellar and pallidal projections primarily occupy separate thalamic territories, individual thalamic nuclei receive differentially weighted inputs from these sources.",primate,"77.615595, -145.881655",large_blue,1996,(Journal Article),J Comp Neurol,"Animals, Cerebellum/ anatomy & histology, Comparative Study, Globus Pallidus/ anatomy & histology, Macaca, Neural Pathways/anatomy & histology, Research Support, Non-U.S. Gov't, Thalamus/ anatomy & histology, Wheat Germ Agglutinin-Horseradish Peroxidase Conjugate, ","animals, cerebellum/ anatomy & histology, comparative study, globus pallidus/ anatomy & histology, macaca, neural pathways/anatomy & histology, research support, non-u.s. gov't, thalamus/ anatomy & histology, wheat germ agglutinin-horseradish peroxidase conjugate, ",L1-Cortical
31,An unfolded map of the cerebellar dentate nucleus and its projections to the cerebral cortex,"Dum, R. P. Strick, P. L.","dum, r. p. strick, p. l.","We have used retrograde transneuronal transport of neurotropic viruses to examine the organization of the projections from the dentate nucleus of the cerebellum to ""motor"" and ""nonmotor"" areas of the cerebral cortex. To perform this analysis we created an unfolded map of the dentate. Plotting the results from current and prior experiments on this unfolded map revealed important features about the topography of function in the dentate. We found that the projections to the primary motor and premotor areas of the cerebral cortex originated from dorsal portions of the dentate. In contrast, projections to prefrontal and posterior parietal areas of cortex originated from ventral portions of the dentate. Thus the dentate contains anatomically separate and functionally distinct motor and nonmotor domains.",primate,"75.433265, -111.012875",large_blue,2003,(Journal Article),J Neurophysiol,"Animals, Brain Mapping/ methods, Cebus/ anatomy & histology, Cerebellar Nuclei/ cytology, Cerebral Cortex/ cytology, Herpesvirus 1, Human, Neural Pathways, Research Support, U.S. Gov't, Non-P.H.S., Research Support, U.S. Gov't, P.H.S., Thalamus/cytology, ","animals, brain mapping/ methods, cebus/ anatomy & histology, cerebellar nuclei/ cytology, cerebral cortex/ cytology, herpesvirus 1, human, neural pathways, research support, u.s. gov't, non-p.h.s., research support, u.s. gov't, p.h.s., thalamus/cytology, ",L1-Cortical
30,Laminar organization of thalamic projections to the rat neocortex,"Herkenham, M.","herkenham, m.","Nerve fibers transmitting information from the thalamus to the cerebral cortex may be classified according to their major cortical layers of termination. (i) One class consists of inputs from thalamic relay nuclei for vision, audition, and somesthesis to layer IV, layer III, or both. In contrast, autoradiographic studies of projections from other thalamic nuclei reveal strikingly different patterns of termination: (ii) layer VI (or layer V, or both) is the target of fibers from the intralaminar nuclei, and (iii) layer I is the target for fibers from the ventromedial and magnocellular medial geniculate nuclei. (iv) The remaining class is typified by termination both in layer I and in additional layers that depend on the cortical area in which the terminations are found. The data demonstrate that convergent thalamic inputs to a given cortical area are usually not confluent within a layer and provide a new frame-work for categorizing thalamic nuclei.",mammal,"80.763258, -121.261688",large_blue,1980,(Journal Article),Science,"Animals, Autoradiography, Brain Mapping, Cerebral Cortex/ cytology, Neural Pathways/cytology, Phylogeny, Rats, Thalamic Nuclei/ cytology, ","animals, autoradiography, brain mapping, cerebral cortex/ cytology, neural pathways/cytology, phylogeny, rats, thalamic nuclei/ cytology, ",L1-Cortical
37,Corticocortical and thalamocortical projections to layer I of the frontal neocortex in rats,"Mitchell, B. D. Cauller, L. J.","mitchell, b. d. cauller, l. j.","Layer I of the neocortex is a dense synaptic zone consisting of horizontal corticocortical and widespread layer VII projections, in addition to thalamic inputs. In order to determine the origin and extent of corticocortical and thalamocortical projections to layer I of the frontal/premotor area M2 of the rat neocortex, we have used fluorescent anatomical tracing methods to determine the precise sources of cortical and thalamic input to the rostral and caudal aspects of layer I of M2. Retrograde tracer diamidino yellow (DY), applied directly to the pial surface on rostral or caudal areas of rat M2 (RM2 and CM2, respectively) labeled cells ipsilaterally throughout layers II/III, V, and VII of the adjacent primary motor area and the parietal areas (SI and SII). In addition, retrograde transport labeled contralateral CM2 or RM2 in layers II/III and V at sites homotopic to either CM2 or RM2 application sites. Contralateral layer VII was retrogradely labeled by the application to layer I of CM2, but not by the RM2 application. Retrograde DY transport from layer I of RM2 or CM2 of was seen in the ventral medial (VM), ventral lateral (VL), and posterior (Po) thalamic nuclei. However layer I transport from CM2 additionally labeled the thalamic central medial (CM) nucleus, while the RM2 labeled the mediodorsal (MD) thalamic nucleus. Upon determination that thalamic nuclei VM and VL were of primary interest in this study, due to their dense retrograde labeling, injections of anterograde tracer rhodamine dextranamine (RDA) into VM or VL were performed in order to study the projection patterns of these nuclei to layer I of the frontal cortex. RDA injections into VM labeled fibers extending through layer I of both RM2 and CM2 and throughout the cingulate cortex. Injections of RDA into VL consistently labeled dense fibers in layer I of both CM2 and RM2, although labeling was sharply decreased anterior to CM2. This study adds to a growing body of evidence that projections to layer I from all sources of cortical input make a significant contribution to integration throughout the neocortex.",mammal,"84.116323, -121.925248",large_blue,2001,(Journal Article),Brain Res,"Amidines/diagnostic use, Animals, Axonal Transport/physiology, Dextrans/diagnostic use, Fluorescent Dyes/diagnostic use, Frontal Lobe/ cytology/physiology, Motor Cortex/cytology/physiology, Neural Pathways/ cytology/physiology, Neurons/ cytology/physiology, Prefrontal Cortex/cytology/physiology, Rats, Rats, Sprague-Dawley, Rhodamines/diagnostic use, Thalamus/ cytology/physiology, Ventral Thalamic Nuclei/cytology/physiology, ","amidines/diagnostic use, animals, axonal transport/physiology, dextrans/diagnostic use, fluorescent dyes/diagnostic use, frontal lobe/ cytology/physiology, motor cortex/cytology/physiology, neural pathways/ cytology/physiology, neurons/ cytology/physiology, prefrontal cortex/cytology/physiology, rats, rats, sprague-dawley, rhodamines/diagnostic use, thalamus/ cytology/physiology, ventral thalamic nuclei/cytology/physiology, ",L1-Cortical
36,Fine structure of the magnocellular subdivision of the ventral anterior thalamic nucleus (VAmc) of Macaca mulatta: II. Organization of nigrothalamic afferents as revealed with EM autoradiography,"Kultas-Ilinsky, K. Ilinsky, I. A.","kultas-ilinsky, k. ilinsky, i. a.","An EM-autoradiographic technique was used to identify the ultrastructural features and synaptic sites of nigral afferents to the ventral anterior nucleus pars magnocellularis (VAmc) of the rhesus monkey thalamus. The findings demonstrate that the nigral boutons are of medium-sized to large, with the majority being of the en passant type. These boutons form symmetric synaptic contacts, and contain pleomorphic or entirely flat vesicles and numerous mitochondria. The nigral input is heavily biased towards thalamocortical projection neurons (PN), whose somata and dendrites represent about 82% of the postsynaptic sites of labeled boutons. The distal dendrites of local circuit neurons (LCN) comprise 13% of the postsynaptic sites. Nigral terminals appear to represent a single extrinsic afferent input to the somata and primary dendrites of thalamocortical projection neurons. A nigral input to LCN somata was not demonstrated but the possibility could not be excluded. Although the basic ultrastructural features of nigral boutons in the monkey are similar to those described earlier in the cat (Kultas-Ilinsky et al.: J. Comp. Neurol. 216:390-405, '83), essential species differences exist in the intensity of the nigral input and its distribution on thalamic neurons.",primate,"77.881028, -144.149358",large_blue,1990,(Journal Article),J Comp Neurol,"Afferent Pathways/anatomy & histology, Animals, Autoradiography, Dendrites/ultrastructure, Leucine/diagnostic use/pharmacokinetics, Macaca/ anatomy & histology, Macaca mulatta/ anatomy & histology, Male, Microscopy, Electron, Nerve Endings/ ultrastructure, Research Support, U.S. Gov't, P.H.S., Substantia Nigra/ ultrastructure, Thalamic Nuclei/ ultrastructure, ","afferent pathways/anatomy & histology, animals, autoradiography, dendrites/ultrastructure, leucine/diagnostic use/pharmacokinetics, macaca/ anatomy & histology, macaca mulatta/ anatomy & histology, male, microscopy, electron, nerve endings/ ultrastructure, research support, u.s. gov't, p.h.s., substantia nigra/ ultrastructure, thalamic nuclei/ ultrastructure, ",L1-Cortical
35,Toward an agreement on terminology of nuclear and subnuclear divisions of the motor thalamus,"Macchi, G. Jones, E. G.","macchi, g. jones, e. g.","The nomenclature most commonly applied to the motor-related nuclei of the human thalamus differs substantially from that applied to the thalamus of other primates, from which most knowledge of input-output connections is derived. Knowledge of these connections in the human is a prerequisite for stereotactic neurosurgical approaches designed to alleviate movement disorders by the placement of lesions in specific nuclei. Transfer to humans of connectional information derived from experimental studies in nonhuman primates requires agreement about the equivalence of nuclei in the different species, and dialogue between experimentalists and neurosurgeons would be facilitated by the use of a common nomenclature. In this review, the authors compare the different nomenclatures and review the cyto- and chemoarchitecture of the nuclei in the anterolateral aspect of the ventral nuclear mass in humans and monkeys, suggest which nuclei are equivalent, and propose a common terminology. On this basis, it is possible to identify the nuclei of the human motor thalamus that transfer information from the substantia nigra, globus pallidus, cerebellum, and proprioceptive components of the medial lemniscus to prefrontal, premotor, motor, and somatosensory areas of the cerebral cortex. It also becomes possible to suggest the principal functional systems involved in stereotactically guided thalamotomies and the functional basis of the symptoms observed following ischemic lesions in different parts of the human thalamus.",unknown,"77.000491, -151.176392",large_blue,1997,(Journal Article),J Neurosurg,"Afferent Pathways/anatomy & histology, Animals, Cerebellum/anatomy & histology/physiology, Efferent Pathways/anatomy & histology, Globus Pallidus/anatomy & histology/physiology, Humans, Macaca fascicularis/anatomy & histology, Motor Activity/physiology, Motor Cortex/ anatomy & histology/cytology, Research Support, U.S. Gov't, Non-P.H.S., Research Support, U.S. Gov't, P.H.S., Substantia Nigra/anatomy & histology/physiology, Synaptic Transmission, Terminology, Thalamic Nuclei/ anatomy & histology/physiology, Thalamus/ anatomy & histology/pathology, NASA Discipline Neuroscience, Non-NASA Center, ","afferent pathways/anatomy & histology, animals, cerebellum/anatomy & histology/physiology, efferent pathways/anatomy & histology, globus pallidus/anatomy & histology/physiology, humans, macaca fascicularis/anatomy & histology, motor activity/physiology, motor cortex/ anatomy & histology/cytology, research support, u.s. gov't, non-p.h.s., research support, u.s. gov't, p.h.s., substantia nigra/anatomy & histology/physiology, synaptic transmission, terminology, thalamic nuclei/ anatomy & histology/physiology, thalamus/ anatomy & histology/pathology, nasa discipline neuroscience, non-nasa center, ",L1-Cortical
34,The human cerebellum,"Voogd, J.","voogd, j.","This short review deals with observations on the gross morphology and internal structure of the human cerebellum, and with studies of cerebellar fiber connections in non-human primates. Attention is focussed on its gross anatomy, the zonal organization of the primate cerebellum, the brain stem, thalamic and cortical connections of the cerebellar nuclei and on the cortico-ponto-cerebellar pathway. The presence of important reciprocal nucleo-mesencephalo-olivary loops as part of the circuitry of the dentate and globose (posterior interposed) nuclei and their absence among the connections of other cerebellar nuclei is emphasized.",human,"76.766157, -91.894181",large_blue,2003,(Journal Article),J Chem Neuroanat,"Animals, Cerebellum/ anatomy & histology/physiology, Comparative Study, Humans, Neural Pathways/ anatomy & histology/physiology, Species Specificity, ","animals, cerebellum/ anatomy & histology/physiology, comparative study, humans, neural pathways/ anatomy & histology/physiology, species specificity, ",L1-Cortical
339,"Local circuit neurons in the medial prefrontal cortex (areas 24a,b,c, 25 and 32) in the monkey: I. Cell morphology and morphometrics","Gabbott, P. L. Bacon, S. J.","gabbott, p. l. bacon, s. j.","This paper provides a comprehensive morphological description of local circuit neurons in the medial prefrontal cortex (mPFC: areas 24a, 24b, 24c, 25 and 32) of the monkey. Cortical interneurons were identified immunocytochemically by the expression of the calcium binding proteins calretinin (CR), parvalbumin (PV) and calbindin D-28k (CB). Interneurons were also identified using GABA immunocytochemistry. The areal and laminar distributions of CR, PV, and CB cells were consistent across mPFC; their morphological characteristics identified them as local circuit neurons. Throughout layers 2-6: CR immunoreactivity labelled double bouquet and bipolar neurons, PV was localised in large and small basket neurons and in chandelier (axoaxonic) cells, while CB immunoreactivity was present in double bouquet, Martinotti, and neurogliaform neurons. In addition, some cells in layer 1 (including Cajal-Retzius neurons) were CR immunoreactive. Calbindin immunoreactivity also labelled a population of large nonpyramidal neurons deep in the cortex. Other types of CR, PV and CB cells were also immunolabelled. A small population of layer 3 pyramidal cells was weakly CB immunoreactive. Peak cell densities occurred in layer 2/upper layer 3 for CR+ neurons and in upper to midlayer 3 for CB+ cells. PV+ neuron density peaked in midcortex. These observations support and extend a similar study of monkey prefrontal cortex (Conde et al. [1994] J. Comp. Neurol. 341:95-116). The morphologies and combined cortical depth distributions of CR+, PV+, and CB+ neurons were similar to GABA-immunolabelled cells. Local circuit neurons in mPFC displaying NADPH diaphorase activity composed less than 0.25% of the total neuron population, and were distributed in two horizontal strata, in mid- to lower layer 3 and in lower layer 5/upper layer 6. CR, PV and CB immunoreactivity was colocalised in NADPH diaphorase-reactive neurons. The interrelationships between CR+, PV+ and CB+ neurons were investigated using dual immunocytochemistry. CR+ puncta were found to be closely associated with the cell bodies and proximal processes of PV+ neurons, whereas CR+ puncta were located more distally over processes from CB+ cells. Additionally, PV+ puncta were found closely apposed to PV+ somata and processes and CR+ puncta abutted against CR+ cell bodies. The companion paper (Gabbott and Bacon [1996] J. Comp. Neurol.) presents quantitative data regarding the areal and laminar distributions of the identified cell classes in mPFC. Such data provide a realistic structural framework with which to investigate neuronal operations in monkey mPFC.",primate,"83.209898, -98.651874",large_blue,1996,(Journal Article),J Comp Neurol,"Animals, Calcium-Binding Protein, Vitamin D-Dependent/metabolism, Dendrites/ultrastructure, Female, Immunohistochemistry, Interneurons/physiology/ultrastructure, Macaca fascicularis, NADPH Dehydrogenase/metabolism, Nerve Tissue Proteins/metabolism, Neurons/ physiology/ultrastructure, Parvalbumins/metabolism, Prefrontal Cortex/ cytology/enzymology/physiology, Research Support, Non-U.S. Gov't, Tissue Embedding, gamma-Aminobutyric Acid/metabolism, ","animals, calcium-binding protein, vitamin d-dependent/metabolism, dendrites/ultrastructure, female, immunohistochemistry, interneurons/physiology/ultrastructure, macaca fascicularis, nadph dehydrogenase/metabolism, nerve tissue proteins/metabolism, neurons/ physiology/ultrastructure, parvalbumins/metabolism, prefrontal cortex/ cytology/enzymology/physiology, research support, non-u.s. gov't, tissue embedding, gamma-aminobutyric acid/metabolism, ",Cortico-cortical
338,"Local circuit neurons immunoreactive for calretinin, calbindin D-28k or parvalbumin in monkey prefrontal cortex: distribution and morphology","Conde, F. Lund, J. S. Jacobowitz, D. M. Baimbridge, K. G. Lewis, D. A.","conde, f. lund, j. s. jacobowitz, d. m. baimbridge, k. g. lewis, d. a.","In the cerebral cortex, local circuit neurons provide critical inhibitory control over the activity of pyramidal neurons, the major class of excitatory efferent cortical cells. The calcium-binding proteins, calretinin, calbindin, and parvalbumin, are expressed in a variety of cortical local circuit neurons. However, in the primate prefrontal cortex, relatively little is known, especially with regard to calretinin, about the specific classes or distribution of local circuit neurons that contain these calcium-binding proteins. In this study, we used immunohistochemical techniques to characterize and compare the morphological features and distribution in macaque monkey prefrontal cortex of local circuit neurons that contain each of these calcium-binding proteins. On the basis of the axonal features of the labeled neurons, and correlations with previous Golgi studies, calretinin appeared to be present in double-bouquet neurons, calbindin in neurogliaform neurons and Martinotti cells, and parvalbumin in chandelier and wide arbor (basket) neurons. Calretinin was also found in other cell populations, such as a distinctive group of large neurons in the infragranular layers, but it was not possible to assign these neurons to a known cell class. In addition, although the animals studied were adults, immunoreactivity for both calretinin and calbindin was found in Cajal-Retzius neurons of layer I. Dual labeling studies confirmed that with the exception of the Cajal-Retzius neurons, each calcium-binding protein was expressed in separate populations of prefrontal cortical neurons. Comparisons of the laminar distributions of the labeled neurons also indicated that these calcium-binding proteins were segregated into discrete neuronal populations. Calretinin-positive neurons were present in greatest density in deep layer I and layer II, calbindin-immunoreactive cells were most dense in layers II-superficial III, and parvalbumin-containing neurons were present in greatest density in the middle cortical layers. In addition, the relative density of calretinin-labeled neurons was approximately twice that of the calbindin- and parvalbumin-positive neurons. However, within each group of labeled neurons, their laminar distribution and relative density did not differ substantially across regions of the prefrontal cortex. These findings demonstrate that calretinin, calbindin, and parvalbumin are markers of separate populations of local circuit neurons in monkey prefrontal cortex, and that they may be useful tools in unraveling the intrinsic inhibitory circuitry of the primate prefrontal cortex in but normal and disease states.",primate,"83.312819, -97.738846",large_blue,1994,(Journal Article),J Comp Neurol,"Animals, Axons/immunology/metabolism/ultrastructure, Calcium-Binding Protein, Vitamin D-Dependent/immunology/metabolism, Calcium-Binding Proteins/immunology/ metabolism, Female, Immunohistochemistry, Macaca fascicularis, Macaca mulatta, Male, Nerve Tissue Proteins/immunology/metabolism, Neurons/immunology/ metabolism/ultrastructure, Parvalbumins/immunology/metabolism, Prefrontal Cortex/cytology/immunology/ metabolism, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, P.H.S., ","animals, axons/immunology/metabolism/ultrastructure, calcium-binding protein, vitamin d-dependent/immunology/metabolism, calcium-binding proteins/immunology/ metabolism, female, immunohistochemistry, macaca fascicularis, macaca mulatta, male, nerve tissue proteins/immunology/metabolism, neurons/immunology/ metabolism/ultrastructure, parvalbumins/immunology/metabolism, prefrontal cortex/cytology/immunology/ metabolism, research support, non-u.s. gov't, research support, u.s. gov't, p.h.s., ",Cortico-cortical
335,Local circuit neurons of developing and mature macaque prefrontal cortex: Golgi and immunocytochemical characteristics,"Lund, J. S. Lewis, D. A.","lund, j. s. lewis, d. a.","A study has been made of the nonpyramidal, local circuit neurons in developing and mature macaque monkey prefrontal cortex with Golgi and immunocytochemical techniques. The area chosen for study is located between the cingulate gyrus and the ventral bank of the principal sulcus, and contains areas 9 and 46 as described by Walker (J. Comp. Neurol. 73:59-86, '40). In Golgi studies, the unique axonal features of impregnated neurons made possible the identification of thirteen separate classes of local circuit neurons. Five of these cell types, in their general characteristics, resembled classes identified in human prefrontal cortex, as well as in other cortical areas of macaque monkeys and other species. Measurements of the scale of axon arbors and dendritic fields of the Golgi-stained local circuit neurons also suggested particular spatial relationships of certain classes to the scale of intrinsic lattice connections made by the axons of pyramidal neurons in the same region. Similarities in morphology between cells described in human prefrontal cortex and neuron varieties described in this study indicate that this region of monkey prefrontal cortex may serve as a useful model for neuron populations in human prefrontal cortex. Sufficient morphological detail was present in immunocytochemical studies to suggest one or more identifying biochemical characteristics for seven of the thirteen classes of local circuit neurons. The calcium binding proteins, parvalbumin, calbindin D-28K, and calretinin, were found in chandelier and wide arbor neurons, neurogliaform cells, and double bouquet neurons, respectively. In addition, cholecystokinin immunoreactivity was present in medium arbor neurons and in narrow arbor cells connecting layers 2 and 4. Somatostatin 28(1-12) immunoreactivity was detected in beaded axon neurons in layers 5 and 6. This biochemical characterization of local circuit neurons, although incomplete, confirms the separate identity of at least some of the varieties distinguished by Golgi morphology, and allows a start to be made on studies examining changes in their functional state. The general inhibitory nature of these interneurons suggests that they are likely to play a crucial role in determining patterns of neural activation in the prefrontal cortex.",primate,"83.913229, -124.149878",large_blue,1993,(Journal Article),J Comp Neurol,"Animals, Axons/physiology/ultrastructure, Dendrites/ultrastructure, Immunohistochemistry, Macaca mulatta/ anatomy & histology, Neural Pathways/physiology/ultrastructure, Neurons/physiology/ultrastructure, Prefrontal Cortex/ cytology, Research Support, U.S. Gov't, P.H.S., Staining and Labeling, ","animals, axons/physiology/ultrastructure, dendrites/ultrastructure, immunohistochemistry, macaca mulatta/ anatomy & histology, neural pathways/physiology/ultrastructure, neurons/physiology/ultrastructure, prefrontal cortex/ cytology, research support, u.s. gov't, p.h.s., staining and labeling, ",Cortico-cortical
334,Texture of the nervous system of man and the vertebrates,Santiago Ramon y Cajal Pedro Pasik Tauba Pasik,santiago ramon y cajal pedro pasik tauba pasik,,human,"83.830192, -95.193497",large_blue,2002,(Book),,,,Cortico-cortical
